model,instructions,examples,answers
qwen2.5:1.5b,"Generate ONLY a different comment to ""I wished I could rate this app higher. As an app tester, unfortunately, this app did not pass the average recommendation! So after saying yes or no to many women, sames women keep showing up.. First tree days was swiping right, and every next day sames women would show up... On fourth day, started swiping left, did it for 3 others days, and same happens... I came to conclusion, Tinder need to fire a few people or trained them better to make this app worthy"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"I understand your frustration with Tinder's algorithm. It seems like there might be some room for improvement in how they match users, which could lead to a less satisfying experience overall. Perhaps considering alternative dating apps"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Matched up with 10 people, sent a message saying Hi 👋 to all of them + other messages to some of them, but i have got no reply from any of them?"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Got responses back on everyone's messages.
qwen2.5:1.5b,"Generate ONLY a different comment to ""well it's ok for now but glitches well it's a place to meet new people"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"It’s fine as of now, just waiting for some bugs."
qwen2.5:1.5b,"Generate ONLY a different comment to ""Install a message part so we can text anyone, espcially those we like."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Enable messaging functionality for easy communication with loved ones.
qwen2.5:1.5b,"Generate ONLY a different comment to ""u have a 3 to 7 day trial...!"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Enjoy your freebie for up to seven days!
qwen2.5:1.5b,"Generate ONLY a different comment to ""I like this app compared to others, but too often is the case where you get matched with unresponsive profiles. Not sure if they've left the app or what."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,This issue frequently arises when using similar apps as this one.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I have fouund an issue. I can't open other user profile from chat that I have matched"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,You've discovered a problem with accessing profiles of users you've paired in chats.
qwen2.5:1.5b,"Generate ONLY a different comment to ""it's good app"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great application!
qwen2.5:1.5b,"Generate ONLY a different comment to ""pay wall is off the charts ridiculous. if you spend 50 or 60 you may find a match that wants to go forward with you. hard to tell which accouts are fake. good AI program and really persuasive. everyone just wants money, fake or AI bot."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Pay walls often seem outrageous when it comes down to it."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""Please be patient."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Thank you for understanding.
qwen2.5:1.5b,"Generate ONLY a different comment to ""It could've just been completely free.... Almost there"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great opportunity! Just about perfect now...
qwen2.5:1.5b,"Generate ONLY a different comment to ""it need to have a send requests list because I want to look through the people that I liked"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,It needs an invitation list so you can review those who were liked.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Its hard to match with someone that i want, even im using platinum still hard. Please fix it for user platinum mate. Tks alot"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Thank you so much! I appreciate your understanding and support.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Explore tab is gone. I can only get it back when I uninstall and reinstall. But the moment I open up the all again later, gone again. Have to repeat the process over and over. (How can I get in contact with someone about this?)"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Explore tab is missing; need reinstall every time it reappears. Contact support for assistance.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Nothing special"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Absolutely nothing noteworthy here.
qwen2.5:1.5b,"Generate ONLY a different comment to ""honestly they could at least let you see who likes you"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Indeed, it would be nice if one day that happened too."
qwen2.5:1.5b,"Generate ONLY a different comment to ""good and nice apps"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great and pleasant applications!
qwen2.5:1.5b,"Generate ONLY a different comment to ""So you took away our ability To use translate"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,That's why we can no longer utilize translation tools.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Thank you for your prompt response on the review. Whilst I appreciate the fact that you have to deal with a number of cases mine has been from Sunday over a ban that I had nothing to do with and I am still waiting for a tech support team member to adress the issue. I really want to order the Platinum version as I always do this time of the year."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Thank you again for your quick response regarding my review. Despite having nothing to do with a ban, it's still frustrating that I'm waiting for tech support assistance on an issue unrelated to mine. Ordering"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Used to be fine but lately the New Matches section hasn't been working at all, won't display any matches that I haven't already messaged with. Pretty useless like that."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,The functionality for finding new messages has completely broken recently. It's frustrating how it stopped functioning properly.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Well refined app. But the UI overhaul around v14.23.0 has made it impossible to select and translate bio text, which a drag for all the international community"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,The new design makes selecting and translating bios extremely difficult due to the UI overhaul from v14.23.0.
qwen2.5:1.5b,"Generate ONLY a different comment to ""nice"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great!
qwen2.5:1.5b,"Generate ONLY a different comment to ""Any tinder employee reading this , my account got banned right after creating it , did not even let me see the interface of the app. Straight up BAN!!! And the reason? I violated some guidelines accordingly to the app. Just think , how can I violate guidelines, when I haven't even entered the app. This is a huge mistake. Fix this please."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Any Tinder employee reading this, my account got banned right after creating it, did not even let me see the interface of the app. Straight up BAN!!! And the reason? I violated some guidelines"
