model,instructions,examples,answers
qwen2.5:1.5b,"Generate ONLY a different comment to ""Personally, the app feels very superficial. It ends up feeling repetitive."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Overall impression is quite basic and lacks originality in content or design.
qwen2.5:1.5b,"Generate ONLY a different comment to ""The main problem is that it seems like you need to pay to get noticed. It slows things down."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"True, paying for visibility can slow progress significantly."
qwen2.5:1.5b,"Generate ONLY a different comment to ""What bothers me is that the algorithm feels unfair at times."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,I find it concerning when algorithms feel biased sometimes.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I wanted to like it, but swiping gets repetitive and exhausting."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Swiping becomes monotonous after some time.
qwen2.5:1.5b,"Generate ONLY a different comment to ""What bothers me is that it can be frustrating to use after a while."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,I find frustration quite common when using something for an extended period.
qwen2.5:1.5b,"Generate ONLY a different comment to ""For me, some users don’t seem serious about dating. It gets frustrating after a while."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,I find it disappointing that so many people aren't taken seriously when they date. It's tiring to constantly be on edge just because of their attitude or behavior sometimes.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I wanted to like it, but it affects your confidence after a while. It ends up feeling repetitive."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"You initially felt drawn in by its appeal, yet over time, you find yourself less impressed due to perceived repetition."
qwen2.5:1.5b,"Generate ONLY a different comment to ""Personally, matches often don’t lead anywhere. It makes the experience less enjoyable."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Surely, personal connections rarely result in significant outcomes either. The enjoyment diminishes significantly when it happens unexpectedly."
qwen2.5:1.5b,"Generate ONLY a different comment to ""For me, there are too many fake profiles on Tinder."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,I agree; it can be overwhelming with so many impostors out there.
qwen2.5:1.5b,"Generate ONLY a different comment to ""So far, i get matches but barely any replies. It slows things down."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,That's understandable; getting responses can be challenging with limited interaction.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I’d say the app feels very superficial. It makes the app feel draining."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"The application seems overly simplistic, leaving it feeling tiring."
qwen2.5:1.5b,"Generate ONLY a different comment to ""Personally, it seems like you need to pay to get noticed. It gets frustrating after a while."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,It feels exasperating when effort is required just for attention.
qwen2.5:1.5b,"Generate ONLY a different comment to ""For me, the algorithm feels unfair at times. That part could definitely be improved."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,The current approach seems unjust sometimes; it needs enhancement in that area.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Personally, swiping gets repetitive and exhausting. It slows things down."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Personally, tapping feels monotonous and cumbersome."
qwen2.5:1.5b,"Generate ONLY a different comment to ""So far, it can be frustrating to use after a while. It gets frustrating after a while."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"After some time of usage, it becomes quite tiresome and annoying."
qwen2.5:1.5b,"Generate ONLY a different comment to ""Personally, some users don’t seem serious about dating. It makes it harder to connect with people."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Some individuals appear casual regarding relationships, complicating interactions."
qwen2.5:1.5b,"Generate ONLY a different comment to ""So far, it affects your confidence after a while. That part could definitely be improved."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Up until now, its effects have diminished your trust gradually; that segment can certainly benefit from enhancement."
qwen2.5:1.5b,"Generate ONLY a different comment to ""I’d say matches often don’t lead anywhere. It slows things down."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Sure! Here's an alternative way of commenting while maintaining the original message:

""I'd argue that matches frequently stall progress."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""One issue is that there are too many fake profiles on Tinder."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Another concern with Tinder's user base involves numerous false accounts.
qwen2.5:1.5b,"Generate ONLY a different comment to ""What bothers me is that i get matches but barely any replies. It makes it harder to connect with people."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"That frustrates me because I frequently receive responses, yet engagement remains low in discussions."
qwen2.5:1.5b,"Generate ONLY a different comment to ""The main problem is that the app feels very superficial. That part could definitely be improved."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,What's your opinion on how shallow this application seems? There are areas where it can certainly enhance its quality significantly.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Personally, it seems like you need to pay to get noticed. It makes the experience less enjoyable."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Surely paying is essential for visibility; otherwise, engagement would be trivial."
